session_id,customer_id,session_date,acquisition_channel,product_viewed,added_to_cart,checkout_started,order_id
46,119,2024-02-22,organic,1,1,1,46.0
47,616,2024-02-23,ads_social,1,1,1,47.0
48,699,2024-02-23,ads_google,1,1,1,48.0
49,700,2024-02-24,seo,1,1,1,49.0
50,144,2024-02-25,partner,1,1,1,50.0
51,446,2024-02-26,partner,1,1,1,51.0
52,593,2024-02-28,ads_google,1,1,1,52.0
53,157,2024-02-29,ads_social,1,1,1,53.0
54,851,2024-02-29,ads_google,1,1,1,54.0
55,111,2024-03-02,ads_google,1,1,1,55.0
56,581,2024-03-03,organic,1,1,1,56.0
57,119,2024-03-05,organic,1,1,1,57.0
58,566,2024-03-05,seo,1,1,1,58.0
59,179,2024-03-07,organic,1,1,1,59.0
60,27,2024-03-09,ads_google,1,1,1,60.0
61,411,2024-03-09,ads_social,1,1,1,
62,737,2024-03-11,organic,1,1,1,62.0
63,849,2024-03-12,ads_social,1,1,1,63.0
64,695,2024-03-15,organic,1,1,1,64.0
65,699,2024-03-15,ads_google,1,1,1,65.0
66,663,2024-03-18,ads_google,1,1,1,66.0
67,873,2024-03-19,ads_social,1,1,1,67.0
68,249,2024-03-20,ads_google,1,1,1,68.0
69,504,2024-03-22,ads_social,1,1,1,69.0
70,542,2024-03-22,seo,1,1,1,70.0
71,205,2024-03-24,organic,1,1,1,71.0
72,497,2024-03-24,seo,1,1,1,72.0
73,774,2024-03-25,referral,1,1,1,73.0
74,261,2024-03-26,ads_social,1,1,1,74.0
75,9,2024-03-26,seo,1,1,1,75.0
76,842,2024-03-27,seo,1,1,1,76.0
77,842,2024-03-27,seo,1,1,1,77.0
78,446,2024-03-28,partner,1,1,1,78.0
79,643,2024-03-30,ads_social,1,1,1,79.0
80,758,2024-03-31,seo,1,1,1,80.0
81,620,2024-03-31,ads_google,1,1,1,81.0
82,555,2024-04-01,seo,1,1,1,82.0
83,78,2024-04-01,partner,1,1,1,83.0
84,504,2024-04-02,ads_social,1,1,1,84.0
85,343,2024-04-02,ads_google,1,1,1,85.0
86,565,2024-04-05,seo,1,1,1,86.0
87,157,2024-04-05,ads_social,1,1,1,87.0
88,808,2024-04-05,ads_social,1,1,1,88.0
89,78,2024-04-06,partner,1,1,1,89.0
90,241,2024-04-07,seo,1,1,1,90.0
91,280,2024-04-08,ads_google,1,1,1,91.0
92,418,2024-04-08,organic,1,1,1,92.0
93,249,2024-04-08,ads_google,1,1,1,93.0
94,9,2024-04-08,seo,1,1,1,
95,883,2024-04-08,organic,1,1,1,
96,828,2024-04-09,ads_social,1,1,1,96.0
97,497,2024-04-10,seo,1,1,1,97.0
98,90,2024-04-11,organic,1,1,1,98.0
99,577,2024-04-12,ads_social,1,1,1,99.0
100,27,2024-04-12,ads_google,1,1,1,100.0
101,90,2024-04-13,organic,1,1,1,101.0
102,602,2024-04-14,referral,1,1,1,102.0
103,555,2024-04-15,seo,1,1,1,103.0
104,525,2024-04-16,seo,1,1,1,104.0
105,807,2024-04-16,ads_google,1,1,1,105.0
106,249,2024-04-17,ads_google,1,1,1,106.0
107,297,2024-04-17,organic,1,1,1,107.0
108,562,2024-04-17,ads_google,1,1,1,108.0
109,249,2024-04-19,ads_google,1,1,1,109.0
110,385,2024-04-20,referral,1,1,1,110.0
111,407,2024-04-20,ads_social,1,1,1,111.0
112,454,2024-04-22,ads_google,1,1,1,112.0
113,357,2024-04-23,ads_google,1,1,1,113.0
114,48,2024-04-24,ads_social,1,1,1,114.0
115,497,2024-04-25,seo,1,1,1,115.0
116,384,2024-04-26,organic,1,1,1,116.0
117,751,2024-04-27,ads_social,1,1,1,117.0
118,825,2024-04-27,seo,1,1,1,118.0
119,848,2024-04-27,seo,1,1,1,119.0
120,804,2024-04-27,ads_google,1,1,1,120.0
121,209,2024-04-28,referral,1,1,1,121.0
122,680,2024-04-28,seo,1,1,1,122.0
123,217,2024-04-29,ads_social,1,1,1,
124,78,2024-05-02,partner,1,1,1,124.0
125,369,2024-05-03,partner,1,1,1,125.0
126,782,2024-05-04,ads_social,1,1,1,126.0
127,756,2024-05-05,seo,1,1,1,127.0
128,518,2024-05-06,organic,1,1,1,
129,9,2024-05-06,seo,1,1,1,129.0
130,807,2024-05-08,ads_google,1,1,1,130.0
131,577,2024-05-08,ads_social,1,1,1,131.0
132,683,2024-05-09,seo,1,1,1,132.0
133,464,2024-05-09,seo,1,1,1,133.0
134,440,2024-05-13,organic,1,1,1,134.0
135,893,2024-05-14,seo,1,1,1,135.0
136,533,2024-05-15,ads_social,1,1,1,136.0
137,81,2024-05-15,partner,1,1,1,
138,454,2024-05-16,ads_google,1,1,1,138.0
139,690,2024-05-16,partner,1,1,1,139.0
140,339,2024-05-16,partner,1,1,1,140.0
141,533,2024-05-17,ads_social,1,1,1,141.0
142,268,2024-05-17,organic,1,1,1,142.0
143,159,2024-05-18,seo,1,1,1,143.0
144,893,2024-05-18,seo,1,1,1,144.0
145,89,2024-05-20,organic,1,1,1,145.0
146,353,2024-05-21,ads_social,1,1,1,146.0
147,811,2024-05-21,organic,1,1,1,147.0
148,856,2024-05-21,partner,1,1,1,
149,251,2024-05-22,ads_google,1,1,1,149.0
150,807,2024-05-23,ads_google,1,1,1,150.0
151,584,2024-05-23,seo,1,1,1,151.0
152,418,2024-05-23,organic,1,1,1,152.0
153,746,2024-05-24,ads_social,1,1,1,153.0
154,201,2024-05-25,ads_google,1,1,1,154.0
155,165,2024-05-26,organic,1,1,1,155.0
156,159,2024-05-27,seo,1,1,1,156.0
157,77,2024-05-27,partner,1,1,1,157.0
158,98,2024-05-27,ads_social,1,1,1,
159,359,2024-05-28,referral,1,1,1,
160,231,2024-05-29,seo,1,1,1,160.0
161,91,2024-06-03,partner,1,1,1,161.0
162,822,2024-06-03,referral,1,1,1,162.0
163,36,2024-06-03,organic,1,1,1,163.0
164,566,2024-06-04,seo,1,1,1,164.0
165,248,2024-06-04,referral,1,1,1,165.0
166,261,2024-06-05,ads_social,1,1,1,166.0
167,643,2024-06-05,ads_social,1,1,1,167.0
168,128,2024-06-05,organic,1,1,1,168.0
169,529,2024-06-06,seo,1,1,1,169.0
170,430,2024-06-06,ads_social,1,1,1,170.0
171,690,2024-06-08,partner,1,1,1,171.0
172,820,2024-06-09,organic,1,1,1,172.0
173,518,2024-06-09,organic,1,1,1,173.0
174,426,2024-06-10,ads_google,1,1,1,174.0
175,891,2024-06-10,seo,1,1,1,175.0
176,411,2024-06-10,ads_social,1,1,1,176.0
177,886,2024-06-11,seo,1,1,1,177.0
178,77,2024-06-11,partner,1,1,1,178.0
179,28,2024-06-11,partner,1,1,1,179.0
180,351,2024-06-13,ads_social,1,1,1,180.0
181,478,2024-06-13,ads_google,1,1,1,181.0
182,128,2024-06-14,organic,1,1,1,182.0
183,448,2024-06-14,ads_social,1,1,1,183.0
184,119,2024-06-14,organic,1,1,1,184.0
185,758,2024-06-16,seo,1,1,1,185.0
186,205,2024-06-16,organic,1,1,1,186.0
187,425,2024-06-17,ads_google,1,1,1,187.0
188,40,2024-06-19,organic,1,1,1,188.0
189,89,2024-06-19,organic,1,1,1,189.0
190,80,2024-06-19,referral,1,1,1,
191,369,2024-06-20,partner,1,1,1,191.0
192,362,2024-06-21,partner,1,1,1,192.0
193,246,2024-06-22,ads_google,1,1,1,193.0
194,645,2024-06-23,ads_google,1,1,1,194.0
195,385,2024-06-24,referral,1,1,1,195.0
196,621,2024-06-26,organic,1,1,1,196.0
197,625,2024-06-27,seo,1,1,1,197.0
198,637,2024-06-28,ads_social,1,1,1,198.0
199,111,2024-07-01,ads_google,1,1,1,199.0
200,746,2024-07-01,ads_social,1,1,1,200.0
201,150,2024-07-02,seo,1,1,1,201.0
202,365,2024-07-02,organic,1,1,1,
203,650,2024-07-02,ads_google,1,1,1,203.0
204,326,2024-07-02,ads_social,1,1,1,204.0
205,73,2024-07-03,organic,1,1,1,205.0
206,231,2024-07-04,seo,1,1,1,206.0
207,801,2024-07-05,ads_social,1,1,1,207.0
208,894,2024-07-05,seo,1,1,1,208.0
209,10,2024-07-06,ads_social,1,1,1,209.0
210,393,2024-07-06,ads_google,1,1,1,210.0
211,34,2024-07-06,organic,1,1,1,
212,581,2024-07-06,organic,1,1,1,212.0
213,891,2024-07-06,seo,1,1,1,213.0
214,378,2024-07-07,ads_social,1,1,1,
215,695,2024-07-07,organic,1,1,1,215.0
216,85,2024-07-08,partner,1,1,1,216.0
217,637,2024-07-09,ads_social,1,1,1,217.0
218,396,2024-07-10,organic,1,1,1,
219,5,2024-07-10,ads_google,1,1,1,219.0
220,581,2024-07-10,organic,1,1,1,220.0
221,690,2024-07-10,partner,1,1,1,221.0
222,892,2024-07-12,partner,1,1,1,222.0
223,8,2024-07-12,organic,1,1,1,223.0
224,446,2024-07-13,partner,1,1,1,224.0
225,77,2024-07-13,partner,1,1,1,225.0
226,620,2024-07-13,ads_google,1,1,1,226.0
227,371,2024-07-13,ads_google,1,1,1,227.0
228,650,2024-07-14,ads_google,1,1,1,228.0
229,710,2024-07-15,organic,1,1,1,229.0
230,577,2024-07-16,ads_social,1,1,1,230.0
231,883,2024-07-17,organic,1,1,1,231.0
232,634,2024-07-17,referral,1,1,1,232.0
233,820,2024-07-17,organic,1,1,1,
234,781,2024-07-17,partner,1,1,1,234.0
235,566,2024-07-18,seo,1,1,1,235.0
236,462,2024-07-19,organic,1,1,1,236.0
237,714,2024-07-22,seo,1,1,1,237.0
238,785,2024-07-22,ads_google,1,1,1,238.0
239,446,2024-07-22,partner,1,1,1,
240,96,2024-07-23,ads_social,1,1,1,240.0
241,221,2024-07-23,organic,1,1,1,241.0
242,817,2024-07-23,referral,1,1,1,242.0
243,621,2024-07-23,organic,1,1,1,243.0
244,700,2024-07-24,seo,1,1,1,244.0
245,448,2024-07-24,ads_social,1,1,1,245.0
246,804,2024-07-24,ads_google,1,1,1,246.0
247,278,2024-07-24,organic,1,1,1,247.0
248,768,2024-07-25,organic,1,1,1,248.0
249,89,2024-07-26,organic,1,1,1,249.0
250,91,2024-07-26,partner,1,1,1,250.0
251,613,2024-07-27,partner,1,1,1,251.0
252,449,2024-07-27,organic,1,1,1,252.0
253,315,2024-07-28,organic,1,1,1,
254,280,2024-07-29,ads_google,1,1,1,254.0
255,96,2024-07-30,ads_social,1,1,1,255.0
256,192,2024-07-30,organic,1,1,1,256.0
257,162,2024-07-30,seo,1,1,1,
258,757,2024-07-30,ads_social,1,1,1,258.0
259,737,2024-07-31,organic,1,1,1,259.0
260,737,2024-08-01,organic,1,1,1,260.0
261,321,2024-08-01,ads_social,1,1,1,261.0
262,90,2024-08-02,organic,1,1,1,262.0
263,502,2024-08-02,ads_social,1,1,1,263.0
264,822,2024-08-03,referral,1,1,1,264.0
265,217,2024-08-03,ads_social,1,1,1,265.0
266,85,2024-08-03,partner,1,1,1,266.0
267,633,2024-08-03,organic,1,1,1,267.0
268,673,2024-08-04,seo,1,1,1,268.0
269,28,2024-08-04,partner,1,1,1,269.0
270,649,2024-08-05,ads_google,1,1,1,270.0
271,768,2024-08-07,organic,1,1,1,271.0
272,757,2024-08-08,ads_social,1,1,1,272.0
273,456,2024-08-08,organic,1,1,1,273.0
274,65,2024-08-09,ads_google,1,1,1,274.0
275,858,2024-08-09,organic,1,1,1,275.0
276,113,2024-08-09,seo,1,1,1,276.0
277,892,2024-08-09,partner,1,1,1,277.0
278,823,2024-08-09,referral,1,1,1,
279,210,2024-08-10,ads_social,1,1,1,279.0
280,2,2024-08-10,ads_social,1,1,1,280.0
281,396,2024-08-10,organic,1,1,1,281.0
282,236,2024-08-11,ads_social,1,1,1,282.0
283,295,2024-08-11,organic,1,1,1,283.0
284,202,2024-08-11,organic,1,1,1,284.0
285,649,2024-08-12,ads_google,1,1,1,285.0
286,362,2024-08-12,partner,1,1,1,286.0
287,625,2024-08-12,seo,1,1,1,287.0
288,823,2024-08-13,referral,1,1,1,288.0
289,774,2024-08-14,referral,1,1,1,289.0
290,259,2024-08-15,organic,1,1,1,290.0
291,593,2024-08-15,ads_google,1,1,1,291.0
292,400,2024-08-16,seo,1,1,1,292.0
293,278,2024-08-16,organic,1,1,1,
294,672,2024-08-17,organic,1,1,1,294.0
295,187,2024-08-17,organic,1,1,1,295.0
296,136,2024-08-17,partner,1,1,1,
297,841,2024-08-17,ads_social,1,1,1,
298,380,2024-08-18,seo,1,1,1,298.0
299,503,2024-08-19,organic,1,1,1,299.0
300,406,2024-08-19,organic,1,1,1,300.0
301,48,2024-08-19,ads_social,1,1,1,301.0
302,704,2024-08-19,ads_social,1,1,1,302.0
303,894,2024-08-19,seo,1,1,1,303.0
304,637,2024-08-20,ads_social,1,1,1,304.0
305,225,2024-08-20,seo,1,1,1,305.0
306,618,2024-08-21,ads_social,1,1,1,
307,616,2024-08-21,ads_social,1,1,1,307.0
308,87,2024-08-21,ads_google,1,1,1,308.0
309,775,2024-08-21,referral,1,1,1,309.0
310,631,2024-08-22,organic,1,1,1,310.0
311,891,2024-08-22,seo,1,1,1,311.0
312,583,2024-08-22,ads_social,1,1,1,312.0
313,525,2024-08-23,seo,1,1,1,313.0
314,231,2024-08-24,seo,1,1,1,314.0
315,10,2024-08-25,ads_social,1,1,1,315.0
316,394,2024-08-25,referral,1,1,1,316.0
317,657,2024-08-26,ads_social,1,1,1,317.0
318,837,2024-08-27,ads_social,1,1,1,318.0
319,518,2024-08-28,organic,1,1,1,319.0
320,320,2024-08-28,ads_social,1,1,1,320.0
321,893,2024-08-28,seo,1,1,1,321.0
322,805,2024-08-28,ads_social,1,1,1,322.0
323,849,2024-08-29,ads_social,1,1,1,323.0
324,159,2024-08-29,seo,1,1,1,324.0
325,152,2024-08-29,ads_google,1,1,1,325.0
326,144,2024-08-29,partner,1,1,1,326.0
327,477,2024-08-30,referral,1,1,1,
328,249,2024-08-30,ads_google,1,1,1,328.0
329,97,2024-09-01,partner,1,1,1,329.0
330,373,2024-09-01,organic,1,1,1,330.0
331,672,2024-09-03,organic,1,1,1,331.0
332,696,2024-09-03,organic,1,1,1,332.0
333,178,2024-09-03,seo,1,1,1,333.0
334,842,2024-09-03,seo,1,1,1,334.0
335,31,2024-09-03,seo,1,1,1,335.0
336,779,2024-09-03,referral,1,1,1,336.0
337,894,2024-09-04,seo,1,1,1,337.0
338,31,2024-09-05,seo,1,1,1,338.0
339,852,2024-09-05,organic,1,1,1,339.0
340,688,2024-09-05,organic,1,1,1,340.0
341,466,2024-09-05,organic,1,1,1,341.0
342,269,2024-09-06,referral,1,1,1,342.0
343,758,2024-09-07,seo,1,1,1,343.0
344,663,2024-09-08,ads_google,1,1,1,344.0
345,395,2024-09-08,ads_social,1,1,1,345.0
346,226,2024-09-09,ads_social,1,1,1,346.0
347,849,2024-09-09,ads_social,1,1,1,347.0
348,525,2024-09-09,seo,1,1,1,
349,774,2024-09-09,referral,1,1,1,349.0
350,621,2024-09-10,organic,1,1,1,
351,136,2024-09-10,partner,1,1,1,351.0
352,895,2024-09-11,ads_social,1,1,1,352.0
353,822,2024-09-12,referral,1,1,1,353.0
354,339,2024-09-12,partner,1,1,1,354.0
355,411,2024-09-12,ads_social,1,1,1,355.0
356,669,2024-09-14,ads_google,1,1,1,356.0
357,542,2024-09-14,seo,1,1,1,
358,892,2024-09-15,partner,1,1,1,358.0
359,356,2024-09-15,ads_google,1,1,1,359.0
360,633,2024-09-15,organic,1,1,1,
361,716,2024-09-15,ads_social,1,1,1,361.0
362,554,2024-09-16,ads_social,1,1,1,362.0
363,79,2024-09-16,ads_google,1,1,1,363.0
364,356,2024-09-17,ads_google,1,1,1,364.0
365,584,2024-09-18,seo,1,1,1,365.0
366,575,2024-09-19,ads_social,1,1,1,366.0
367,11,2024-09-19,organic,1,1,1,367.0
368,346,2024-09-20,referral,1,1,1,368.0
369,346,2024-09-20,referral,1,1,1,369.0
370,626,2024-09-20,organic,1,1,1,370.0
371,837,2024-09-20,ads_social,1,1,1,371.0
372,472,2024-09-21,ads_social,1,1,1,372.0
373,42,2024-09-22,ads_google,1,1,1,373.0
374,118,2024-09-22,seo,1,1,1,
375,716,2024-09-22,ads_social,1,1,1,375.0
376,654,2024-09-22,partner,1,1,1,376.0
377,245,2024-09-23,ads_social,1,1,1,377.0
378,5,2024-09-23,ads_google,1,1,1,378.0
379,747,2024-09-24,ads_social,1,1,1,379.0
380,162,2024-09-24,seo,1,1,1,380.0
381,339,2024-09-25,partner,1,1,1,381.0
382,343,2024-09-25,ads_google,1,1,1,382.0
383,96,2024-09-25,ads_social,1,1,1,383.0
384,478,2024-09-26,ads_google,1,1,1,384.0
385,64,2024-09-26,organic,1,1,1,385.0
386,184,2024-09-26,seo,1,1,1,386.0
387,676,2024-09-28,partner,1,1,1,387.0
388,472,2024-09-28,ads_social,1,1,1,388.0
389,48,2024-09-28,ads_social,1,1,1,389.0
390,283,2024-09-29,ads_social,1,1,1,390.0
391,91,2024-09-29,partner,1,1,1,391.0
392,45,2024-09-29,organic,1,1,1,392.0
393,69,2024-09-29,seo,1,1,1,393.0
394,305,2024-09-30,seo,1,1,1,394.0
395,488,2024-09-30,ads_social,1,1,1,395.0
396,118,2024-09-30,seo,1,1,1,396.0
397,900,2024-09-30,ads_google,1,1,1,397.0
398,249,2024-10-01,ads_google,1,1,1,398.0
399,87,2024-10-01,ads_google,1,1,1,399.0
400,723,2024-10-02,ads_social,1,1,1,400.0
401,178,2024-10-02,seo,1,1,1,401.0
402,420,2024-10-03,ads_google,1,1,1,402.0
403,426,2024-10-03,ads_google,1,1,1,403.0
404,834,2024-10-03,ads_google,1,1,1,404.0
405,119,2024-10-03,organic,1,1,1,405.0
406,280,2024-10-04,ads_google,1,1,1,406.0
407,835,2024-10-04,ads_social,1,1,1,407.0
408,477,2024-10-04,referral,1,1,1,408.0
409,2,2024-10-04,ads_social,1,1,1,409.0
410,749,2024-10-04,organic,1,1,1,410.0
411,100,2024-10-05,organic,1,1,1,411.0
412,388,2024-10-06,organic,1,1,1,412.0
413,894,2024-10-06,seo,1,1,1,413.0
414,184,2024-10-06,seo,1,1,1,414.0
415,873,2024-10-06,ads_social,1,1,1,415.0
416,631,2024-10-07,organic,1,1,1,416.0
417,620,2024-10-07,ads_google,1,1,1,417.0
418,138,2024-10-07,seo,1,1,1,418.0
419,892,2024-10-09,partner,1,1,1,419.0
420,178,2024-10-09,seo,1,1,1,
421,210,2024-10-09,ads_social,1,1,1,421.0
422,82,2024-10-09,ads_social,1,1,1,422.0
423,350,2024-10-09,organic,1,1,1,423.0
424,365,2024-10-09,organic,1,1,1,424.0
425,396,2024-10-09,organic,1,1,1,425.0
426,394,2024-10-10,referral,1,1,1,426.0
427,649,2024-10-10,ads_google,1,1,1,427.0
428,346,2024-10-10,referral,1,1,1,428.0
429,184,2024-10-10,seo,1,1,1,429.0
430,875,2024-10-12,ads_social,1,1,1,430.0
431,692,2024-10-12,ads_social,1,1,1,431.0
432,73,2024-10-12,organic,1,1,1,432.0
433,373,2024-10-12,organic,1,1,1,433.0
434,45,2024-10-12,organic,1,1,1,434.0
435,394,2024-10-12,referral,1,1,1,435.0
436,747,2024-10-13,ads_social,1,1,1,436.0
437,661,2024-10-13,seo,1,1,1,437.0
438,164,2024-10-13,referral,1,1,1,438.0
439,319,2024-10-13,ads_social,1,1,1,
440,248,2024-10-13,referral,1,1,1,440.0
441,837,2024-10-14,ads_social,1,1,1,441.0
442,261,2024-10-14,ads_social,1,1,1,442.0
443,774,2024-10-15,referral,1,1,1,
444,368,2024-10-15,seo,1,1,1,444.0
445,81,2024-10-16,partner,1,1,1,445.0
446,457,2024-10-16,partner,1,1,1,446.0
447,894,2024-10-17,seo,1,1,1,447.0
448,780,2024-10-17,referral,1,1,1,448.0
449,643,2024-10-17,ads_social,1,1,1,449.0
450,801,2024-10-18,ads_social,1,1,1,450.0
451,520,2024-10-18,organic,1,1,1,451.0
452,264,2024-10-18,partner,1,1,1,452.0
453,350,2024-10-18,organic,1,1,1,453.0
454,202,2024-10-19,organic,1,1,1,454.0
455,123,2024-10-19,partner,1,1,1,455.0
456,588,2024-10-19,ads_social,1,1,1,456.0
457,791,2024-10-19,partner,1,1,1,457.0
458,571,2024-10-20,ads_social,1,1,1,458.0
459,297,2024-10-20,organic,1,1,1,459.0
460,700,2024-10-21,seo,1,1,1,460.0
461,388,2024-10-21,organic,1,1,1,461.0
462,188,2024-10-21,ads_social,1,1,1,462.0
463,457,2024-10-22,partner,1,1,1,463.0
464,96,2024-10-23,ads_social,1,1,1,464.0
465,546,2024-10-23,organic,1,1,1,465.0
466,715,2024-10-23,organic,1,1,1,466.0
467,370,2024-10-23,seo,1,1,1,467.0
468,500,2024-10-23,ads_google,1,1,1,468.0
469,292,2024-10-24,ads_google,1,1,1,469.0
470,321,2024-10-24,ads_social,1,1,1,470.0
471,440,2024-10-24,organic,1,1,1,471.0
472,371,2024-10-24,ads_google,1,1,1,472.0
473,638,2024-10-25,organic,1,1,1,473.0
474,896,2024-10-25,organic,1,1,1,474.0
475,192,2024-10-25,organic,1,1,1,475.0
476,845,2024-10-26,ads_social,1,1,1,476.0
477,845,2024-10-26,ads_social,1,1,1,477.0
478,456,2024-10-26,organic,1,1,1,478.0
479,400,2024-10-26,seo,1,1,1,479.0
480,306,2024-10-26,ads_google,1,1,1,480.0
481,123,2024-10-27,partner,1,1,1,481.0
482,457,2024-10-27,partner,1,1,1,482.0
483,261,2024-10-28,ads_social,1,1,1,483.0
484,583,2024-10-28,ads_social,1,1,1,484.0
485,728,2024-10-28,ads_google,1,1,1,485.0
486,643,2024-10-28,ads_social,1,1,1,486.0
487,349,2024-10-30,seo,1,1,1,487.0
488,106,2024-10-30,referral,1,1,1,488.0
489,737,2024-11-01,organic,1,1,1,489.0
490,184,2024-11-01,seo,1,1,1,490.0
491,269,2024-11-02,referral,1,1,1,491.0
492,488,2024-11-03,ads_social,1,1,1,492.0
493,900,2024-11-03,ads_google,1,1,1,493.0
494,278,2024-11-03,organic,1,1,1,494.0
495,789,2024-11-04,ads_google,1,1,1,495.0
496,842,2024-11-04,seo,1,1,1,496.0
497,680,2024-11-04,seo,1,1,1,497.0
498,310,2024-11-04,partner,1,1,1,498.0
499,391,2024-11-04,organic,1,1,1,499.0
500,728,2024-11-04,ads_google,1,1,1,500.0
501,167,2024-11-05,organic,1,1,1,501.0
502,391,2024-11-05,organic,1,1,1,502.0
503,631,2024-11-06,organic,1,1,1,503.0
504,737,2024-11-07,organic,1,1,1,504.0
505,448,2024-11-07,ads_social,1,1,1,505.0
506,269,2024-11-08,referral,1,1,1,506.0
507,394,2024-11-10,referral,1,1,1,507.0
508,632,2024-11-10,partner,1,1,1,508.0
509,96,2024-11-10,ads_social,1,1,1,509.0
510,118,2024-11-10,seo,1,1,1,510.0
511,260,2024-11-11,organic,1,1,1,511.0
512,259,2024-11-11,organic,1,1,1,512.0
513,464,2024-11-11,seo,1,1,1,513.0
514,233,2024-11-12,ads_google,1,1,1,514.0
515,181,2024-11-12,ads_google,1,1,1,515.0
516,638,2024-11-13,organic,1,1,1,516.0
517,454,2024-11-13,ads_google,1,1,1,517.0
518,39,2024-11-13,referral,1,1,1,518.0
519,198,2024-11-14,organic,1,1,1,519.0
520,627,2024-11-14,ads_google,1,1,1,520.0
521,233,2024-11-15,ads_google,1,1,1,521.0
522,829,2024-11-15,seo,1,1,1,522.0
523,346,2024-11-15,referral,1,1,1,523.0
524,619,2024-11-15,ads_social,1,1,1,524.0
525,576,2024-11-16,partner,1,1,1,525.0
526,623,2024-11-16,organic,1,1,1,526.0
527,457,2024-11-17,partner,1,1,1,527.0
528,101,2024-11-17,referral,1,1,1,
529,688,2024-11-17,organic,1,1,1,529.0
530,135,2024-11-18,organic,1,1,1,530.0
531,520,2024-11-18,organic,1,1,1,531.0
532,382,2024-11-18,ads_social,1,1,1,
533,118,2024-11-19,seo,1,1,1,533.0
534,226,2024-11-19,ads_social,1,1,1,534.0
535,819,2024-11-19,organic,1,1,1,535.0
536,498,2024-11-20,ads_social,1,1,1,536.0
537,851,2024-11-21,ads_google,1,1,1,537.0
538,859,2024-11-21,seo,1,1,1,538.0
539,892,2024-11-23,partner,1,1,1,539.0
540,598,2024-11-23,organic,1,1,1,540.0
541,813,2024-11-24,seo,1,1,1,541.0
542,345,2024-11-24,ads_social,1,1,1,542.0
543,619,2024-11-24,ads_social,1,1,1,543.0
544,167,2024-11-25,organic,1,1,1,544.0
545,856,2024-11-26,partner,1,1,1,545.0
546,11,2024-11-26,organic,1,1,1,546.0
547,148,2024-11-26,organic,1,1,1,547.0
548,65,2024-11-26,ads_google,1,1,1,548.0
549,859,2024-11-26,seo,1,1,1,549.0
550,638,2024-11-26,organic,1,1,1,550.0
551,449,2024-11-27,organic,1,1,1,551.0
552,370,2024-11-27,seo,1,1,1,552.0
553,342,2024-11-27,referral,1,1,1,553.0
554,868,2024-11-28,partner,1,1,1,554.0
555,558,2024-11-28,ads_social,1,1,1,
556,807,2024-11-28,ads_google,1,1,1,556.0
557,798,2024-11-28,ads_social,1,1,1,
558,443,2024-11-29,organic,1,1,1,558.0
559,264,2024-11-30,partner,1,1,1,559.0
560,391,2024-11-30,organic,1,1,1,560.0
561,599,2024-11-30,ads_google,1,1,1,561.0
562,461,2024-12-01,ads_social,1,1,1,562.0
563,163,2024-12-01,ads_social,1,1,1,563.0
564,280,2024-12-01,ads_google,1,1,1,564.0
565,508,2024-12-01,referral,1,1,1,565.0
566,397,2024-12-01,ads_social,1,1,1,566.0
